,ListingNumber,Term,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
TotalTrades,0.13472878104119973,0.0796503466782435,-0.041893874837259676,-0.048210682255702644,-0.04724919209361399,-0.053520312932608484,-0.06812824474232568,-0.06566265250592476,0.06707096619168428,-0.011130754231019576,-0.06543134546977755,0.218200129297758,0.31740576288063443,-0.04375461661019758,0.14011839102633722,0.14011839102633722,0.6787885036644224,0.6356007052082953,0.9364824396124785,0.5916034991480031,0.4231598563200938,0.07530747166291527,0.1716653314640544,-0.00023632689578475562,0.031958692099638364,0.09387174718909598,-0.017136008582166143,-0.00860418902549452,0.2832867743779003,0.10059003506262171,0.2499170865814747,1.0,0.12205399051363451,0.17811635983305255,0.039317679959440334,0.05848037070551022,0.16344306408960207,0.1385011405880832,0.0600604725102902,0.05920333146656987,0.011749201059187718,0.0223373477541846,0.16065366515709953,0.07676794745724456,-0.04729611891515847,-0.06975341000294802,0.008077858197769327,-0.14038522062569872,0.13761174231165874,0.18013811732279889,0.16625616176937807,0.03108330692762932,0.026645554434171628,0.03378064288471745,-0.04873821549816389,0.00412173231943475,-0.010175009770908162,-0.0098948837266385,0.007174034514160877,-0.0023646877654361046,-0.01600866577231192,-0.021967425293941238,-0.011642344541234763,0.02314076243523049
TradesNeverDelinquent (percentage),0.25465892812211466,0.11934193209886261,-0.24134888301146026,-0.26118945893218554,-0.25628288320427667,-0.22899003460378642,-0.25937991662991783,-0.20468732957341895,0.26135521445189275,0.12989369358239702,-0.02248905575253563,0.051294078025870715,0.13712167602205672,-0.1922370931021698,0.46889900184598293,0.46889900184598293,0.3381033492297954,0.3497825187247143,0.04429381478835201,0.3299032815583448,0.307448430794502,-0.11988913627049291,-0.1279762482826968,-0.45876059134081615,-0.13862491971852509,-0.5164431774216957,-0.2805015327178108,-0.11465429567163113,0.2115660127134944,0.03926058241014337,0.23842961159373413,0.12205399051363451,1.0,0.024788245891070138,0.0546391008185304,-0.04632648619448141,0.061632980028683844,0.09062283860352448,-0.017783534222246926,0.00087557254974227,-0.12433417036413547,-0.09807343310553576,0.19761822143155403,0.12499030126697848,-0.05228942368337335,-0.2172581679797007,-0.03963103824295445,-0.2764344395804422,0.25239261436730026,0.25253441173844904,0.22053435936133972,0.05504326761513658,0.06710899110750466,-0.008248029569589383,-0.0672408174186714,0.058096713636385355,-0.045690667727091454,-0.04331565623506591,-0.05115620470386374,0.001989842322314428,-0.05260074311653239,-0.03295667739018023,-0.03094164811684377,0.09908733554275116
TradesOpenedLast6Months,-0.08453118208424783,-0.02947603537791703,0.10352723272489646,0.11453845531457464,0.11348213091731509,0.14282906371741436,0.15274275214218846,0.07832295850601985,-0.15257126586297434,-0.2170775639496981,-0.03230252079549409,0.002881706247958546,0.033498511639985386,0.07670163384206113,-0.1030504178992336,-0.1030504178992336,0.24272549943176824,0.20704149248381573,0.17238093081904748,0.17474719650262346,-0.007059496475004865,0.36544700325195917,0.2605460307131726,-0.004042574388175338,-0.02439571681643288,0.024909137014227256,0.04355553618322152,0.0063612459293077885,-0.022725597533087494,-0.050218052119245085,0.04611468862037678,0.17811635983305255,0.024788245891070138,1.0,0.030591433375697846,0.05904184632864093,0.011238439096446767,0.0335969742236275,-0.076096644661559,-0.07610912652328108,-0.012406919946463948,-0.002534010679821939,0.00030684176296917127,0.005338331280149714,-0.05611258186357477,0.11701344644055252,-0.02568369069324322,0.10881803028896611,-0.08101879705987394,-0.048110992525337,-0.026890409389840553,-0.012670021203782321,-0.013269971584880068,-0.005540078243005899,0.04834638390006325,-0.024465146218533497,0.08131693152023327,0.08099872333158638,0.03404065266682782,0.012342962730887752,0.01699535480232693,0.0077393164988661615,0.0018363224210000899,-0.01392919455185898
DebtToIncomeRatio,-0.041809586747437885,-0.014670053166760417,0.05632741744355818,0.06291678009428991,0.06194247234339778,0.12850609568375584,0.12611550310842826,0.08723616611862009,-0.13534359067483953,-0.14533589210025621,-0.042754148501972004,-0.011609264724357787,0.00017742713134985977,0.07423950688200982,-0.013168518894302839,-0.013168518894302839,0.0918780858577864,0.09021181740688948,0.037486138585013505,0.07575332177827229,0.08663537766868258,0.024435905835451386,0.02856406296911092,-0.02426459632118378,-0.019397485782361907,-0.04387670920770017,-0.03773650681011397,-0.008150795628079835,0.038636462236793706,0.035599580480392044,0.002058548181792662,0.039317679959440334,0.0546391008185304,0.030591433375697846,1.0,-0.6005165682757123,-0.12265938573653903,0.0020979341491015,0.0043517260359676015,0.006063360232583851,-0.012385677513429645,0.0007613220116155461,0.007387955238227516,0.051572166454533996,-0.059115980501944,0.05492236485838065,-5.862193391624068e-05,0.045446973036741015,-0.03849465466726656,0.010112224491591429,0.02759839784968652,0.021246006812126947,0.011278692983062279,0.04780448500921568,-0.01229427909961425,-0.01163853946012141,0.0723815605612485,0.07275762474469705,0.011240940400822477,0.0023192425802308595,0.03312621409536724,0.03417016195232382,0.02788649185873956,0.004094835240199043
IncomeVerifiable,-0.02402679625872582,0.040402464954061516,-0.10997450375153207,-0.09954015876121648,-0.10015853335388882,-0.09768642567701903,-0.1190541000192016,-0.08280314827237018,0.11600329859749366,0.15461887779927075,-0.04346104751710501,0.030142868176505768,0.06410756136915764,0.030141158749992354,-0.06121476446913536,-0.06121476446913536,0.03970540357099358,0.03288263693259406,0.052501724309439515,-0.0013001712987815832,-0.03274569230807698,0.045767193580032506,0.05053805758047287,0.04292009188212169,0.00897740151788836,0.04120704304107543,0.020062551128334553,-0.005135337699761252,-0.031956168931574935,0.04672484487319438,-0.045080900918539925,0.05848037070551022,-0.04632648619448141,0.05904184632864093,-0.6005165682757123,1.0,0.02247666094116161,-0.011239820702382495,-0.02017872645282066,-0.021028368458311564,0.00436233972808674,-0.00576651357008995,0.009526329502179331,0.0390509882827597,0.04313396852969368,0.0061483115796029586,0.049969527279754934,0.04298839344716438,-0.018745557652715,0.05628955677438596,0.03028615153913971,0.02114949736944895,0.027639482595011203,-0.00942557523014824,-0.028711128129202637,0.002158401932196352,-0.027098655466340032,-0.027578551405997187,0.0026578348698150485,0.011800351832025227,-0.024966121982177365,-0.030996613042860735,-0.02959147066171576,0.03993505155059885
StatedMonthlyIncome,0.07611274337749888,0.0284792509158668,-0.08233849089724919,-0.08898179888781738,-0.08820780629927383,-0.07910101698479004,-0.08925850262719448,-0.07501281493095409,0.09430582996379251,0.08375665332991505,0.0015993092732290257,0.06983037448183328,0.14005112598400532,-0.04838809645340078,0.10790082346003599,0.10790082346003599,0.14332922800529876,0.1430351008291081,0.14955212680635788,0.11061833667224788,0.21540808967196892,0.014853794097021589,0.03648018163074744,-0.0388352182192454,0.008662167017566724,-0.025805194027738853,-0.020904682459438564,0.0004222828478448384,0.19489842457920714,0.037117658907257024,0.1118688340642795,0.16344306408960207,0.061632980028683844,0.011238439096446767,-0.12265938573653903,0.02247666094116161,1.0,0.02734408491752275,0.008132904595003144,0.00721816371308493,0.01015883697632947,-0.007854341557209299,0.26771093275893176,0.17245232332058147,-0.00597766102640617,-0.05031303923150041,0.03408263450957332,-0.08014726402108947,0.07725871013710435,0.20125946794113872,0.1968302555351417,0.08572883334632944,0.0825568575885701,0.06316594266932307,-0.09795051102036842,0.004942259938575595,-0.010444308423906966,-0.010005336457260063,-0.005671448219173603,-0.0128948700090297,-0.01899553634463019,-0.012938327321348468,-0.005251357520701061,0.07624377508121298
TotalProsperLoans,0.1748337017090361,0.07031143906692365,-0.04146684115129476,-0.049270048216163084,-0.04951391218263146,-0.012418499347379899,-0.040203502872811145,-0.06513692272983726,0.04745476662682465,0.07052196697343857,0.009398082778814378,0.06445086875120985,0.01949158607190682,0.06585182287311571,0.019949914481925093,0.019949914481925093,0.0838852634330803,0.07200785665183224,0.12753376252921642,0.03827885552681723,0.010783221777896677,-0.00462175129737232,0.01913060941913121,-0.01734377568100115,0.0015256397172196488,-0.03426939840330219,-0.0007578230674085539,-0.009911612549076916,-0.0011980809941331298,0.0019450688237483275,0.0092749136002821,0.1385011405880832,0.09062283860352448,0.0335969742236275,0.0020979341491015,-0.011239820702382495,0.02734408491752275,1.0,0.7038034732712608,0.7029944344995862,0.1177711140319188,0.03990731699445943,0.543333339411799,0.051970415952590644,0.03846254118272042,-0.08813806885530419,-0.023035994084823572,-0.20048760457182963,0.18101088361050155,0.06652058548982703,0.04947215340305999,-0.030252974358415563,-0.02335426080004476,-0.03811110661953052,0.029615580635986044,0.033769460385638876,-0.05027696737646849,-0.04806455140604034,-0.03902391763141331,0.014314076706162486,0.05495862702533533,-9.789639745377939e-05,-0.0034157854040494096,-0.03507449435412634
TotalProsperPaymentsBilled,0.1316718011786674,0.0024619700143278197,0.03139883383818646,0.01921694471343965,0.01894512727448983,0.0024929199887433642,0.03758428078435303,-0.02620299590302492,-0.028316424394447173,0.04874837757350923,-0.00035340594016790717,0.06813537964719175,0.003520620084022315,0.11247980178864452,-0.02404842129994645,-0.02404842129994645,0.05882153819251676,0.05651512388165391,0.06510106404619961,0.020220067142226638,0.02012089054505525,-0.09613139430736514,-0.0923112266610472,0.02338622534407077,0.025915922286373346,0.011976855173236335,-0.002943165249563612,-0.006873376856913464,-0.0025066218220183615,0.10079812764336399,-0.08243797312911118,0.0600604725102902,-0.017783534222246926,-0.076096644661559,0.0043517260359676015,-0.02017872645282066,0.008132904595003144,0.7038034732712608,1.0,0.9903052133045692,0.2246140552560363,0.09396257731298326,0.3690019245532564,-0.06353844952410656,0.13003638109362248,-0.0981784720218502,0.07802121560389887,-0.17175868361904975,0.12449886560701444,0.030858658032593612,0.03291944124567461,-0.024916115108299625,-0.039401541523694385,0.03302561202424221,-0.022182799409939412,0.021486526580321807,-0.07083619261771493,-0.06926050208446358,-0.03559995252236598,0.012365170457255725,0.05599051034730662,-0.014360851724474192,-0.010247932778337557,-0.05630206183879968
OnTimeProsperPayments,0.13206280503739926,0.0031472047683738544,0.01863241313783099,0.006995634440158214,0.006723592593576095,-0.011209128854190105,0.027464512443355422,-0.03751219652112298,-0.016737469006614086,0.06092131792608968,-0.0012297121070519233,0.06929383315462415,0.008302806004704373,0.10868912344287616,-0.012846181714894486,-0.012846181714894486,0.06433861380721063,0.06359186585998501,0.06148421855267507,0.028340158517519524,0.026735815616936665,-0.09814828700695778,-0.09418841917051221,0.01816614444850083,0.021850234105909135,0.0015998228413652692,-0.005368973680385311,-0.007896348217426472,0.0023914257899853106,0.09776807542688473,-0.07586681115973054,0.05920333146656987,0.00087557254974227,-0.07610912652328108,0.006063360232583851,-0.021028368458311564,0.00721816371308493,0.7029944344995862,0.9903052133045692,1.0,0.08982715171165945,0.023211119154651755,0.36793569031029777,-0.0590469466895671,0.1278043452595698,-0.09996379500123963,0.08758063101171178,-0.16964871492011413,0.12472896645973675,0.03515167096331945,0.03546737208047857,-0.021846121774609373,-0.034849113528407444,0.029922157516852427,-0.024838040699312988,0.031258266378962465,-0.07454144934133165,-0.07262214632339352,-0.03906018491011815,0.012247422118214344,0.05665179949450105,-0.012824441963617102,-0.012010281727961038,-0.051908870332317114
ProsperPaymentsLessThanOneMonthLate,0.020872910255679174,-0.0029124951203434468,0.09103391705513314,0.08576981813823337,0.08572415020742463,0.0912773023504844,0.07236099444214261,0.070381995058738,-0.08021818742480973,-0.07217037861984976,0.006146065090566565,0.003826098884075157,-0.02930268435591492,0.04534261137141193,-0.07957507857643926,-0.07957507857643926,-0.03219449287337743,-0.04211738378888341,0.03225002674915057,-0.05454154411208256,-0.04243789454191943,-0.001969580867305769,-0.000984298487104753,0.040969085971477796,0.033702376436944785,0.07363369811479026,0.01507191043002706,0.006702013254385934,-0.033930349285977934,0.03825958690818691,-0.06118455198626358,0.011749201059187718,-0.12433417036413547,-0.012406919946463948,-0.012385677513429645,0.00436233972808674,0.01015883697632947,0.1177711140319188,0.2246140552560363,0.08982715171165945,1.0,0.3332478344827879,0.06664395836318843,-0.037720320226811654,0.03636142503417452,-0.002733142567441121,-0.04317086033751156,-0.044146515934007,0.021057837958607797,-0.024526872983985995,-0.012609583676730027,-0.027058888427654863,-0.03865143806941726,0.022647112248891613,0.017418557208339028,-0.06461684805216883,0.014377810865639093,0.012218681432384455,0.017973740069384094,0.0019067879927274136,0.005188236916335679,-0.012118700119608111,0.012934555515697006,-0.03957472665646447
ProsperPaymentsOneMonthPlusLate,-0.005101344878785879,-0.008327793471751024,0.05534545353868757,0.050769960264652435,0.05077366835696951,0.05399508457362077,0.043721075401137996,0.04611930879378423,-0.050839049016035136,-0.05070449544327728,0.0026558604565100853,-0.0045794983480428155,-0.030232808712803018,0.013540233535002128,-0.04680633998366399,-0.04680633998366399,-0.0012184576777866417,-0.011959737879836466,0.02930892031180238,-0.019915037534078937,-0.02218529388311788,0.0034911924695108726,-0.0024097520221653436,0.014193929539409116,0.008969287961182144,0.03656949798862643,0.013778899793868118,5.347995780645625e-07,-0.018486707304453797,0.010058521509954777,-0.015387991157979246,0.0223373477541846,-0.09807343310553576,-0.002534010679821939,0.0007613220116155461,-0.00576651357008995,-0.007854341557209299,0.03990731699445943,0.09396257731298326,0.023211119154651755,0.3332478344827879,1.0,0.020905203811452423,-0.03450795214528046,0.015748046910274288,-0.001670685368330061,-0.017348084773703438,-0.007644911301058557,-0.005913917848765249,-0.013917079741722764,-0.005652030088266879,-0.0036675160957802687,-0.013777302534383492,0.030341574086535424,-0.0034700163319946616,-0.030048444406786248,0.008774031447229888,0.007823799737699668,0.010652472427872687,0.004893095241056315,-0.0029375623395242,-0.009478772991466234,-0.004932863861648997,-0.017115406988910897
ProsperPrincipalBorrowed,0.2525826575438902,0.1304928258074143,-0.2062091362282549,-0.20646117654082852,-0.20672534975267068,-0.14334979515037732,-0.20575423694642891,-0.1673691683416712,0.22698372108434645,0.19468503804848283,-0.042385901080798774,0.07975985868313187,0.1485006848712855,-0.001707805312454668,0.23186318820430646,0.23186318820430646,0.14221022013206996,0.15456066590104456,0.11516862541328349,0.1314585417356005,0.1881431118469635,-0.0248247714519138,-0.028438407401986034,-0.08894997574441901,0.006080494027884564,-0.0978485914117289,-0.07626947747974389,-0.019098582321830083,0.14978933984768736,-0.04411622258075929,0.158976481299212,0.16065366515709953,0.19761822143155403,0.00030684176296917127,0.007387955238227516,0.009526329502179331,0.26771093275893176,0.543333339411799,0.3690019245532564,0.36793569031029777,0.06664395836318843,0.020905203811452423,1.0,0.4983513073576621,-0.061890176817947964,-0.07688500937922457,-0.0935578179950056,-0.23530210986828567,0.2605298346137026,0.3822678384141367,0.3397238140904819,0.10167155121390135,0.1035853504852736,0.04791653760359678,-0.13899816402285262,0.029809661342906097,-0.011865531634513088,-0.010005778151821522,-0.023570035202317662,-0.003300758688937338,0.015277563805775824,-0.00910880993555099,0.002838883383333424,0.14312394264828585
ProsperPrincipalOutstanding,0.16424845995954618,0.15337171221917567,-0.09034745378583196,-0.08568468372540083,-0.0857902484724481,-0.012066958768804094,-0.11472840731554074,-0.04872691170146025,0.10915391630607857,0.03442193578573263,-0.02138189274356274,0.04914984008174652,0.09960743422448967,-0.08370199758347217,0.09695441370727041,0.09695441370727041,0.12238575733131697,0.15499415929330046,0.0493493530238218,0.11737649645536348,0.16504554789733278,-0.020213203480475925,-0.009485094083191562,-0.06174979189888397,-0.015102931565358765,-0.06986461533297571,-0.02041320653509567,-0.0001059004517617189,0.119465341039929,-0.004441202513103503,0.10490113565407301,0.07676794745724456,0.12499030126697848,0.005338331280149714,0.051572166454533996,0.0390509882827597,0.17245232332058147,0.051970415952590644,-0.06353844952410656,-0.0590469466895671,-0.037720320226811654,-0.03450795214528046,0.4983513073576621,1.0,-0.19532548549131828,0.01724084848596053,-0.14409840417461783,-0.14163600581660843,0.17900313518497268,0.2061378496448584,0.17031099510063408,-0.01174595556240573,-0.024044404781692338,0.03303917811258988,-0.06901204061788946,-0.0054168338496136835,0.04865247075558472,0.04897122422876299,0.003311962397069957,-0.005053332234723358,-0.03670902964904771,-0.018160873537001947,-0.008924133541971002,0.044921572690085475
ScorexChangeAtTimeOfListing,-0.12640922437626978,-0.048156926858593706,-0.23196150804298263,-0.21715466957731422,-0.2170563415756315,-0.33995738917385143,-0.16992528503483095,-0.20460309025544807,0.21786987878471062,0.2541766081939761,-0.02642858874595976,-0.026440459945563065,-0.04468132379005569,0.1439349235638788,0.317179597578452,0.317179597578452,-0.02526951725019947,-0.044325825263927233,-0.035210460217269555,-0.03452579760407337,-0.1107421677270807,-0.04384764229639732,-0.010414222111157086,-0.04106635748384186,-0.03260061969230977,0.0037726289573044645,0.016181926053979178,-0.005143533325198223,-0.0931910505503788,-0.19370062654741618,0.033386294039724124,-0.04729611891515847,-0.05228942368337335,-0.05611258186357477,-0.059115980501944,0.04313396852969368,-0.00597766102640617,0.03846254118272042,0.13003638109362248,0.1278043452595698,0.03636142503417452,0.015748046910274288,-0.061890176817947964,-0.19532548549131828,1.0,0.010810358336156796,0.18732473936353833,0.16459288944654502,-0.14133836749035067,0.043865800367530315,0.005669314706672912,0.06721887167869806,0.08816237992151871,-0.03402852167485801,-0.05516298173990756,0.019411449369148317,-0.05165810797805684,-0.05220817187106336,0.0037648320779072853,0.003646445646634732,0.058997518658775436,0.028405742267853935,0.009080804141055896,0.15216910344657517
LoanCurrentDaysDelinquent,-0.3702261577164186,-0.13413431757169803,0.08803154048305491,0.13624360813772188,0.13183976040417905,0.13428767011854906,0.19532174428295218,0.22340881835615425,-0.17444982720171998,-0.03912070493780733,-0.10162945578337677,-0.07276768785847118,-0.04124032880835863,0.24865954015245917,-0.281306401685402,-0.281306401685402,-0.0702575144301178,-0.08725027218240686,-0.0475710084496023,-0.10901947693478665,-0.06796974609492414,0.28422407791783655,0.2870212724269659,0.21289518556870227,0.03070049185165866,0.08997227782327451,0.08996747301067996,0.05979472613452771,-0.023063126269264614,0.014750809255586533,-0.07462584833472616,-0.06975341000294802,-0.2172581679797007,0.11701344644055252,0.05492236485838065,0.0061483115796029586,-0.05031303923150041,-0.08813806885530419,-0.0981784720218502,-0.09996379500123963,-0.002733142567441121,-0.001670685368330061,-0.07688500937922457,0.01724084848596053,0.010810358336156796,1.0,0.09286812950333716,0.4193048074604891,-0.37040650401506503,-0.09702128972962171,-0.0544550782554572,-0.08340086340604692,-0.10059697661155725,0.008294965805469422,0.05495072874515334,-0.13377177190943443,0.5340582935241391,0.533929588268378,0.18314737658208108,0.009926082702104318,0.06342725193665796,0.03084338602591432,0.023621987428282403,0.08173447631699389
LoanFirstDefaultedCycleNumber,-0.15506228912305767,-0.07081917468470579,-0.18595560239172154,-0.17293577142801328,-0.17082495546348733,-0.1828873594918245,-0.07838648378019548,-0.021910144515005257,0.11240316018665428,0.16116678904882709,-0.08156486514348925,-0.006327537392255913,0.03095499965094528,0.04491267098764696,0.02294762105675379,0.02294762105675379,0.03608376714347505,0.027926402420672132,0.014614791445603643,0.03762842968644905,0.017588176709100675,-0.03331672461007271,0.004885885371293593,-0.0587011585332496,-0.026217144379899863,0.0025341198490700326,0.020576158708912974,0.026935015438215616,0.004134818198163035,0.046894540430939304,-0.016008771433943435,0.008077858197769327,-0.03963103824295445,-0.02568369069324322,-5.862193391624068e-05,0.049969527279754934,0.03408263450957332,-0.023035994084823572,0.07802121560389887,0.08758063101171178,-0.04317086033751156,-0.017348084773703438,-0.0935578179950056,-0.14409840417461783,0.18732473936353833,0.09286812950333716,1.0,0.1758883886952272,-0.17570684623899957,0.008308118129670788,-0.01094988396423,0.4841099036233207,0.48259624293427406,0.41334564724946093,-0.383058496513854,0.010582139275505189,-0.2637361517229578,-0.25764793451010953,-0.13394173915274368,0.009546688461799612,0.03955066852986317,0.034885117647557404,0.0176974089713329,0.06987530709564194
